customer_id,customer_code,customer_name,email,phone,gender,age_group,city,state,city_tier,is_registered,loyalty_member,avg_monthly_spend_inr,visit_frequency_per_month,registration_date,created_at,updated_at
3020,CUST03020,Sandeep Bhatia,NULL,NULL,M,46-55,Kota,Rajasthan,3,1,1,4560.00,7,2025-01-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3021,CUST03021,Anjali Khan,NULL,NULL,F,36-45,Delhi,Delhi,1,1,0,6140.00,4,2025-10-18,2026-05-30 01:02:25,2026-05-30 01:02:25
3022,CUST03022,Pranay Khan,NULL,NULL,O,18-25,Indore,Madhya Pradesh,2,1,1,2670.00,8,2024-09-22,2026-05-30 01:02:25,2026-05-30 01:02:25
3023,CUST03023,Neha Agarwal,NULL,NULL,F,36-45,Pune,Maharashtra,1,1,1,7340.00,9,2025-04-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3024,CUST03024,Anvi Khan,NULL,NULL,F,18-25,Bengaluru,Karnataka,1,1,0,1340.00,2,2025-12-16,2026-05-30 01:02:25,2026-05-30 01:02:25
3025,CUST03025,Tara Tiwari,NULL,NULL,F,18-25,Mumbai,Maharashtra,1,1,1,1800.00,11,2024-09-15,2026-05-30 01:02:25,2026-05-30 01:02:25
3026,CUST03026,Riya Rao,NULL,NULL,F,36-45,Kolkata,West Bengal,1,1,1,5410.00,12,2024-09-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3027,CUST03027,Anvi Joshi,NULL,NULL,F,36-45,Ludhiana,Punjab,2,1,1,7270.00,7,2025-11-06,2026-05-30 01:02:25,2026-05-30 01:02:25
3028,CUST03028,Ishaan Saxena,NULL,NULL,M,18-25,Raipur,Chhattisgarh,3,1,1,1720.00,8,2025-11-28,2026-05-30 01:02:25,2026-05-30 01:02:25
3029,CUST03029,Radha Roy,NULL,NULL,F,36-45,Faridabad,Haryana,2,0,0,6790.00,2,2025-08-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3030,CUST03030,Anvi Mukherjee,NULL,NULL,F,36-45,Vadodara,Gujarat,2,1,1,10110.00,11,2023-10-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3031,CUST03031,Ritvik Malhotra,NULL,NULL,M,46-55,Visakhapatnam,Andhra Pradesh,2,1,0,3800.00,2,2024-02-15,2026-05-30 01:02:25,2026-05-30 01:02:25
3032,CUST03032,Arjun Jain,NULL,NULL,M,26-35,Hyderabad,Telangana,1,1,0,3550.00,2,2025-06-29,2026-05-30 01:02:25,2026-05-30 01:02:25
3033,CUST03033,Arjun Shah,NULL,NULL,M,26-35,Kolkata,West Bengal,1,1,1,6980.00,7,2025-12-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3034,CUST03034,Harsh Khan,NULL,NULL,M,36-45,Meerut,Uttar Pradesh,2,1,0,7130.00,5,2024-01-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3035,CUST03035,Vivaan Dubey,NULL,NULL,M,36-45,Pune,Maharashtra,1,0,0,7110.00,5,2024-04-16,2026-05-30 01:02:25,2026-05-30 01:02:25
3036,CUST03036,Deepak Das,NULL,NULL,M,26-35,Kolkata,West Bengal,1,0,0,3810.00,2,2025-08-06,2026-05-30 01:02:25,2026-05-30 01:02:25
3037,CUST03037,Avni Singh,NULL,NULL,F,36-45,Delhi,Delhi,1,1,1,8370.00,6,2025-12-19,2026-05-30 01:02:25,2026-05-30 01:02:25
3038,CUST03038,Anika Nair,NULL,NULL,F,18-25,Warangal,Telangana,3,1,0,1750.00,2,2023-11-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3039,CUST03039,Radha Dubey,NULL,NULL,F,26-35,Delhi,Delhi,1,0,0,4080.00,5,2026-02-12,2026-05-30 01:02:25,2026-05-30 01:02:25
3040,CUST03040,Varun Saxena,NULL,NULL,M,26-35,Kolkata,West Bengal,1,1,1,4460.00,6,2024-04-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3041,CUST03041,Avni Menon,NULL,NULL,F,26-35,Delhi,Delhi,1,0,0,2680.00,4,2024-10-19,2026-05-30 01:02:25,2026-05-30 01:02:25
3042,CUST03042,Prisha Pillai,NULL,NULL,F,46-55,Ahmedabad,Gujarat,1,1,1,6640.00,5,2024-10-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3043,CUST03043,Ananya Roy,NULL,NULL,F,18-25,Gwalior,Madhya Pradesh,3,1,1,2390.00,8,2025-11-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3044,CUST03044,Meera Naidu,NULL,NULL,F,26-35,Pune,Maharashtra,1,1,0,4080.00,2,2025-09-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3045,CUST03045,Rohan Reddy,NULL,NULL,M,18-25,Kota,Rajasthan,3,1,0,1600.00,2,2024-09-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3046,CUST03046,Myra Reddy,NULL,NULL,F,56-65,Lucknow,Uttar Pradesh,2,1,0,2880.00,4,2025-05-09,2026-05-30 01:02:25,2026-05-30 01:02:25
3047,CUST03047,Aadhya Sharma,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,0,0,3110.00,3,2026-04-10,2026-05-30 01:02:25,2026-05-30 01:02:25
3048,CUST03048,Lakshmi Singh,NULL,NULL,F,46-55,Mumbai,Maharashtra,1,1,1,7640.00,10,2026-02-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3049,CUST03049,Aarav Chopra,NULL,NULL,M,36-45,Delhi,Delhi,1,0,0,7390.00,3,2025-07-09,2026-05-30 01:02:25,2026-05-30 01:02:25
3050,CUST03050,Meera Dubey,NULL,NULL,F,18-25,Mumbai,Maharashtra,1,1,0,1420.00,6,2025-06-25,2026-05-30 01:02:25,2026-05-30 01:02:25
3051,CUST03051,Ritu Nair,NULL,NULL,F,65+,Delhi,Delhi,1,1,0,3050.00,6,2024-06-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3052,CUST03052,Aditya Verma,NULL,NULL,M,56-65,Lucknow,Uttar Pradesh,2,1,0,3030.00,5,2024-10-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3053,CUST03053,Ramesh Joshi,NULL,NULL,M,18-25,Mumbai,Maharashtra,1,1,0,1690.00,2,2024-04-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3054,CUST03054,Kiara Tiwari,NULL,NULL,F,26-35,Chennai,Tamil Nadu,1,1,1,5770.00,4,2025-12-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3055,CUST03055,Arjun Malhotra,NULL,NULL,M,18-25,Mumbai,Maharashtra,1,1,1,1690.00,9,2025-04-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3056,CUST03056,Akash Tiwari,NULL,NULL,M,65+,Kolkata,West Bengal,1,1,1,3090.00,5,2024-08-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3057,CUST03057,Rohan Agarwal,NULL,NULL,M,18-25,Madurai,Tamil Nadu,3,0,0,2110.00,2,2023-10-19,2026-05-30 01:02:25,2026-05-30 01:02:25
3058,CUST03058,Neha Yadav,NULL,NULL,F,56-65,Meerut,Uttar Pradesh,2,1,0,2830.00,7,2024-02-10,2026-05-30 01:02:25,2026-05-30 01:02:25
3059,CUST03059,Ravi Jain,NULL,NULL,M,18-25,Faridabad,Haryana,2,1,1,2940.00,10,2025-06-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3060,CUST03060,Aarohi Singh,NULL,NULL,F,18-25,Bengaluru,Karnataka,1,1,1,1990.00,6,2025-12-10,2026-05-30 01:02:25,2026-05-30 01:02:25
3061,CUST03061,Suresh Kapoor,NULL,NULL,M,36-45,Warangal,Telangana,3,1,1,7130.00,11,2024-02-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3062,CUST03062,Neha Bansal,NULL,NULL,F,46-55,Bhubaneswar,Odisha,3,0,0,3940.00,2,2024-07-14,2026-05-30 01:02:25,2026-05-30 01:02:25
3063,CUST03063,Karan Mehta,NULL,NULL,M,26-35,Nashik,Maharashtra,2,1,1,5510.00,5,2023-12-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3064,CUST03064,Anita Yadav,NULL,NULL,F,26-35,Delhi,Delhi,1,1,0,3920.00,2,2025-01-30,2026-05-30 01:02:25,2026-05-30 01:02:25
3065,CUST03065,Rekha Kumar,NULL,NULL,F,26-35,Mangalore,Karnataka,3,1,1,5700.00,10,2024-06-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3066,CUST03066,Pooja Kumar,NULL,NULL,F,18-25,Kanpur,Uttar Pradesh,2,1,0,1270.00,6,2026-04-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3067,CUST03067,Kavya Rao,NULL,NULL,F,65+,Chennai,Tamil Nadu,1,0,0,3160.00,2,2025-12-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3068,CUST03068,Nikhil Pandey,NULL,NULL,M,36-45,Dehradun,Uttarakhand,3,1,1,5880.00,6,2024-07-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3069,CUST03069,Pari Pandey,NULL,NULL,F,36-45,Bengaluru,Karnataka,1,0,0,4300.00,4,2023-11-22,2026-05-30 01:02:25,2026-05-30 01:02:25
3070,CUST03070,Swati Malhotra,NULL,NULL,F,26-35,Delhi,Delhi,1,1,1,5000.00,8,2024-12-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3071,CUST03071,Asha Iyer,NULL,NULL,F,56-65,Hyderabad,Telangana,1,0,0,3060.00,4,2023-10-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3072,CUST03072,Ramesh Ghosh,NULL,NULL,M,26-35,Mysuru,Karnataka,3,1,1,4220.00,5,2026-01-28,2026-05-30 01:02:25,2026-05-30 01:02:25
3073,CUST03073,Vikram Rao,NULL,NULL,M,26-35,Ahmedabad,Gujarat,1,1,1,7020.00,10,2024-04-28,2026-05-30 01:02:25,2026-05-30 01:02:25
3074,CUST03074,Aarohi Mukherjee,NULL,NULL,F,26-35,Ahmedabad,Gujarat,1,1,0,2900.00,6,2025-03-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3075,CUST03075,Myra Sinha,NULL,NULL,F,18-25,Gwalior,Madhya Pradesh,3,1,1,1890.00,10,2023-11-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3076,CUST03076,Suresh Patel,NULL,NULL,M,18-25,Pune,Maharashtra,1,1,1,1530.00,9,2025-07-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3077,CUST03077,Rajesh Rao,NULL,NULL,M,26-35,Ludhiana,Punjab,2,1,1,6940.00,11,2024-02-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3078,CUST03078,Anita Ghosh,NULL,NULL,F,36-45,Nagpur,Maharashtra,2,0,0,3960.00,1,2025-10-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3079,CUST03079,Ira Verma,NULL,NULL,F,18-25,Bengaluru,Karnataka,1,1,1,3050.00,11,2024-11-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3080,CUST03080,Sonia Iyer,NULL,NULL,F,18-25,Agra,Uttar Pradesh,2,1,0,2120.00,7,2025-11-07,2026-05-30 01:02:25,2026-05-30 01:02:25
3081,CUST03081,Krishna Malhotra,NULL,NULL,M,36-45,Ahmedabad,Gujarat,1,1,1,4900.00,6,2025-07-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3082,CUST03082,Ritu Pillai,NULL,NULL,F,26-35,Chennai,Tamil Nadu,1,1,1,5720.00,11,2023-11-14,2026-05-30 01:02:25,2026-05-30 01:02:25
3083,CUST03083,Harsh Bhatia,NULL,NULL,M,36-45,Delhi,Delhi,1,1,0,7090.00,3,2024-06-12,2026-05-30 01:02:25,2026-05-30 01:02:25
3084,CUST03084,Aarav Bhatia,NULL,NULL,M,18-25,Pune,Maharashtra,1,1,0,1250.00,2,2024-03-22,2026-05-30 01:02:25,2026-05-30 01:02:25
3085,CUST03085,Pranav Agarwal,NULL,NULL,M,56-65,Pune,Maharashtra,1,1,1,4560.00,12,2024-02-02,2026-05-30 01:02:25,2026-05-30 01:02:25
3086,CUST03086,Akash Kapoor,NULL,NULL,M,36-45,Patna,Bihar,2,1,1,5540.00,12,2024-02-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3087,CUST03087,Saanvi Kapoor,NULL,NULL,F,26-35,Coimbatore,Tamil Nadu,2,1,1,5710.00,12,2024-08-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3088,CUST03088,Shaurya Bhatia,NULL,NULL,M,36-45,Chennai,Tamil Nadu,1,1,1,9800.00,11,2024-03-21,2026-05-30 01:02:25,2026-05-30 01:02:25
3089,CUST03089,Ira Tiwari,NULL,NULL,F,26-35,Raipur,Chhattisgarh,3,0,0,4520.00,5,2026-05-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3090,CUST03090,Pranay Shah,NULL,NULL,M,36-45,Agra,Uttar Pradesh,2,1,1,7490.00,11,2024-09-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3091,CUST03091,Vivaan Yadav,NULL,NULL,M,26-35,Chennai,Tamil Nadu,1,1,1,5770.00,5,2026-01-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3092,CUST03092,Ishaan Sinha,NULL,NULL,M,26-35,Mangalore,Karnataka,3,1,1,6760.00,10,2024-05-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3093,CUST03093,Rajesh Gupta,NULL,NULL,M,18-25,Pune,Maharashtra,1,1,0,2240.00,5,2025-06-07,2026-05-30 01:02:25,2026-05-30 01:02:25
3094,CUST03094,Anjali Singh,NULL,NULL,F,26-35,Meerut,Uttar Pradesh,2,0,0,4710.00,2,2024-12-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3095,CUST03095,Kavya Mishra,NULL,NULL,F,36-45,Madurai,Tamil Nadu,3,1,1,6750.00,10,2024-08-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3096,CUST03096,Riya Kapoor,NULL,NULL,F,26-35,Vadodara,Gujarat,2,0,0,3410.00,1,2024-10-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3097,CUST03097,Advik Chopra,NULL,NULL,M,36-45,Hyderabad,Telangana,1,1,1,8650.00,6,2023-09-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3098,CUST03098,Aarav Menon,NULL,NULL,M,26-35,Mumbai,Maharashtra,1,1,1,6000.00,10,2025-10-20,2026-05-30 01:02:25,2026-05-30 01:02:25
3099,CUST03099,Deepak Khan,NULL,NULL,M,26-35,Bhubaneswar,Odisha,3,1,0,2660.00,5,2026-01-22,2026-05-30 01:02:25,2026-05-30 01:02:25
3100,CUST03100,Ira Ghosh,NULL,NULL,F,26-35,Patna,Bihar,2,1,1,6510.00,4,2023-09-29,2026-05-30 01:02:25,2026-05-30 01:02:25
3101,CUST03101,Arjun Kumar,NULL,NULL,M,26-35,Chennai,Tamil Nadu,1,0,0,3600.00,4,2025-01-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3102,CUST03102,Varun Sharma,NULL,NULL,M,36-45,Gwalior,Madhya Pradesh,3,0,0,5710.00,1,2024-12-30,2026-05-30 01:02:25,2026-05-30 01:02:25
3103,CUST03103,Aarohi Khan,NULL,NULL,F,56-65,Ahmedabad,Gujarat,1,0,0,3700.00,4,2026-02-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3104,CUST03104,Vikram Rao,NULL,NULL,M,26-35,Jamshedpur,Jharkhand,3,1,1,6410.00,5,2026-04-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3105,CUST03105,Sai Reddy,NULL,NULL,M,18-25,Ahmedabad,Gujarat,1,1,1,2490.00,11,2024-02-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3106,CUST03106,Suresh Verma,NULL,NULL,M,46-55,Chennai,Tamil Nadu,1,1,1,6200.00,12,2026-05-16,2026-05-30 01:02:25,2026-05-30 01:02:25
3107,CUST03107,Krishna Agarwal,NULL,NULL,M,65+,Ludhiana,Punjab,2,1,0,1780.00,5,2024-10-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3108,CUST03108,Neha Shah,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,1,1,6510.00,5,2023-10-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3109,CUST03109,Aarav Rao,NULL,NULL,M,26-35,Warangal,Telangana,3,1,0,2760.00,8,2026-04-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3110,CUST03110,Siddharth Choudhary,NULL,NULL,M,26-35,Rajkot,Gujarat,2,1,0,3450.00,4,2025-07-29,2026-05-30 01:02:25,2026-05-30 01:02:25
3111,CUST03111,Sara Mukherjee,NULL,NULL,F,65+,Chennai,Tamil Nadu,1,1,1,4210.00,11,2025-04-28,2026-05-30 01:02:25,2026-05-30 01:02:25
3112,CUST03112,Rekha Ghosh,NULL,NULL,F,26-35,Mumbai,Maharashtra,1,1,1,5000.00,4,2026-03-21,2026-05-30 01:02:25,2026-05-30 01:02:25
3113,CUST03113,Nikhil Das,NULL,NULL,M,36-45,Lucknow,Uttar Pradesh,2,1,1,7720.00,12,2025-12-20,2026-05-30 01:02:25,2026-05-30 01:02:25
3114,CUST03114,Shaurya Mishra,NULL,NULL,M,26-35,Salem,Tamil Nadu,3,1,1,4780.00,5,2024-10-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3115,CUST03115,Anita Patel,NULL,NULL,F,26-35,Coimbatore,Tamil Nadu,2,1,0,3270.00,7,2025-01-18,2026-05-30 01:02:25,2026-05-30 01:02:25
3116,CUST03116,Kabir Pillai,NULL,NULL,M,18-25,Pune,Maharashtra,1,1,0,1310.00,5,2024-07-02,2026-05-30 01:02:25,2026-05-30 01:02:25
3117,CUST03117,Shruti Rao,NULL,NULL,F,36-45,Ludhiana,Punjab,2,0,0,4090.00,3,2023-09-06,2026-05-30 01:02:25,2026-05-30 01:02:25
3118,CUST03118,Kavita Naidu,NULL,NULL,F,26-35,Ahmedabad,Gujarat,1,0,0,2890.00,4,2023-12-21,2026-05-30 01:02:25,2026-05-30 01:02:25
3119,CUST03119,Ravi Roy,NULL,NULL,M,56-65,Kolkata,West Bengal,1,1,1,6110.00,8,2025-02-18,2026-05-30 01:02:25,2026-05-30 01:02:25
3120,CUST03120,Siddharth Joshi,NULL,NULL,M,46-55,Jaipur,Rajasthan,2,0,0,3720.00,5,2024-08-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3121,CUST03121,Rajesh Naidu,NULL,NULL,O,36-45,Chandigarh,Chandigarh,3,1,0,3540.00,2,2023-12-25,2026-05-30 01:02:25,2026-05-30 01:02:25
3122,CUST03122,Kavya Dubey,NULL,NULL,F,46-55,Patna,Bihar,2,0,0,5660.00,2,2025-02-18,2026-05-30 01:02:25,2026-05-30 01:02:25
3123,CUST03123,Kiara Singh,NULL,NULL,F,26-35,Bhopal,Madhya Pradesh,2,1,1,5370.00,8,2024-07-30,2026-05-30 01:02:25,2026-05-30 01:02:25
3124,CUST03124,Sara Chopra,NULL,NULL,F,65+,Kota,Rajasthan,3,1,1,2450.00,7,2023-10-25,2026-05-30 01:02:25,2026-05-30 01:02:25
3125,CUST03125,Vinod Khan,NULL,NULL,M,36-45,Pune,Maharashtra,1,1,1,6410.00,9,2024-05-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3126,CUST03126,Priya Ghosh,NULL,NULL,F,36-45,Pune,Maharashtra,1,1,0,4180.00,3,2024-02-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3127,CUST03127,Ayaan Gupta,NULL,NULL,M,46-55,Kolkata,West Bengal,1,0,0,4720.00,5,2023-11-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3128,CUST03128,Tara Yadav,NULL,NULL,F,18-25,Mangalore,Karnataka,3,1,1,2320.00,11,2026-02-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3129,CUST03129,Ayaan Yadav,NULL,NULL,M,26-35,Hyderabad,Telangana,1,1,1,4900.00,11,2024-03-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3130,CUST03130,Radha Mishra,NULL,NULL,F,18-25,Vadodara,Gujarat,2,1,0,1340.00,2,2024-08-22,2026-05-30 01:02:25,2026-05-30 01:02:25
3131,CUST03131,Manoj Mishra,NULL,NULL,M,26-35,Pune,Maharashtra,1,1,1,3840.00,12,2024-02-01,2026-05-30 01:02:25,2026-05-30 01:02:25
3132,CUST03132,Avni Sinha,NULL,NULL,F,26-35,Delhi,Delhi,1,0,0,4940.00,1,2025-07-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3133,CUST03133,Amit Roy,NULL,NULL,M,18-25,Pune,Maharashtra,1,1,1,2430.00,4,2023-09-14,2026-05-30 01:02:25,2026-05-30 01:02:25
3134,CUST03134,Neha Sinha,NULL,NULL,F,65+,Pune,Maharashtra,1,0,0,2060.00,1,2026-05-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3135,CUST03135,Vikram Sinha,NULL,NULL,O,18-25,Jaipur,Rajasthan,2,0,0,1990.00,2,2025-12-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3136,CUST03136,Sonia Joshi,NULL,NULL,F,26-35,Bengaluru,Karnataka,1,1,1,5360.00,11,2024-06-15,2026-05-30 01:02:25,2026-05-30 01:02:25
3137,CUST03137,Ritvik Banerjee,NULL,NULL,M,46-55,Bengaluru,Karnataka,1,1,0,3270.00,2,2026-02-20,2026-05-30 01:02:25,2026-05-30 01:02:25
3138,CUST03138,Navya Saxena,NULL,NULL,F,36-45,Bengaluru,Karnataka,1,1,1,7990.00,10,2025-06-12,2026-05-30 01:02:25,2026-05-30 01:02:25
3139,CUST03139,Kavita Bhatia,NULL,NULL,F,46-55,Hyderabad,Telangana,1,1,1,8970.00,6,2025-02-18,2026-05-30 01:02:25,2026-05-30 01:02:25
3140,CUST03140,Preeti Chopra,NULL,NULL,F,65+,Bengaluru,Karnataka,1,1,0,2710.00,5,2025-08-31,2026-05-30 01:02:25,2026-05-30 01:02:25
3141,CUST03141,Shruti Jain,NULL,NULL,F,26-35,Faridabad,Haryana,2,1,0,4660.00,2,2023-10-09,2026-05-30 01:02:25,2026-05-30 01:02:25
3142,CUST03142,Rajesh Mittal,NULL,NULL,O,36-45,Nashik,Maharashtra,2,0,0,4060.00,3,2026-05-26,2026-05-30 01:02:25,2026-05-30 01:02:25
3143,CUST03143,Divya Kumar,NULL,NULL,F,46-55,Ahmedabad,Gujarat,1,1,1,7120.00,10,2026-01-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3144,CUST03144,Akash Roy,NULL,NULL,M,18-25,Mumbai,Maharashtra,1,1,1,2740.00,6,2024-09-12,2026-05-30 01:02:25,2026-05-30 01:02:25
3145,CUST03145,Mohan Jain,NULL,NULL,M,56-65,Bengaluru,Karnataka,1,1,1,3260.00,11,2024-05-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3146,CUST03146,Anvi Kumar,NULL,NULL,F,18-25,Indore,Madhya Pradesh,2,1,0,1580.00,4,2024-02-08,2026-05-30 01:02:25,2026-05-30 01:02:25
3147,CUST03147,Arjun Agarwal,NULL,NULL,M,26-35,Bengaluru,Karnataka,1,1,1,5990.00,10,2023-09-24,2026-05-30 01:02:25,2026-05-30 01:02:25
3148,CUST03148,Sneha Banerjee,NULL,NULL,F,26-35,Jaipur,Rajasthan,2,1,0,3290.00,8,2025-05-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3149,CUST03149,Meera Roy,NULL,NULL,F,36-45,Jaipur,Rajasthan,2,1,1,5280.00,6,2023-11-20,2026-05-30 01:02:25,2026-05-30 01:02:25
3150,CUST03150,Radha Roy,NULL,NULL,F,46-55,Ghaziabad,Uttar Pradesh,2,1,1,7350.00,12,2025-01-19,2026-05-30 01:02:25,2026-05-30 01:02:25
3151,CUST03151,Amit Saxena,NULL,NULL,M,26-35,Rajkot,Gujarat,2,1,1,6120.00,5,2024-06-13,2026-05-30 01:02:25,2026-05-30 01:02:25
3152,CUST03152,Siddharth Iyer,NULL,NULL,M,18-25,Ahmedabad,Gujarat,1,1,1,2770.00,6,2026-03-02,2026-05-30 01:02:25,2026-05-30 01:02:25
3153,CUST03153,Navya Pandey,NULL,NULL,F,46-55,Cuttack,Odisha,3,0,0,4730.00,3,2025-08-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3154,CUST03154,Rahul Khan,NULL,NULL,M,36-45,Bengaluru,Karnataka,1,1,1,7620.00,12,2025-10-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3155,CUST03155,Suresh Gupta,NULL,NULL,M,26-35,Bengaluru,Karnataka,1,0,0,2960.00,3,2025-09-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3156,CUST03156,Anika Das,NULL,NULL,F,26-35,Kolkata,West Bengal,1,0,0,2910.00,1,2024-10-23,2026-05-30 01:02:25,2026-05-30 01:02:25
3157,CUST03157,Sunita Chatterjee,NULL,NULL,O,36-45,Mumbai,Maharashtra,1,1,1,6120.00,7,2025-12-25,2026-05-30 01:02:25,2026-05-30 01:02:25
3158,CUST03158,Ajay Khan,NULL,NULL,M,46-55,Kolkata,West Bengal,1,1,1,7420.00,8,2026-05-04,2026-05-30 01:02:25,2026-05-30 01:02:25
3159,CUST03159,Arjun Sinha,NULL,NULL,M,26-35,Dehradun,Uttarakhand,3,1,1,4580.00,7,2024-08-03,2026-05-30 01:02:25,2026-05-30 01:02:25
3160,CUST03160,Avni Tiwari,NULL,NULL,F,36-45,Jaipur,Rajasthan,2,1,1,7570.00,9,2025-09-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3161,CUST03161,Dhruv Nair,NULL,NULL,M,18-25,Nagpur,Maharashtra,2,1,1,2560.00,5,2025-10-10,2026-05-30 01:02:25,2026-05-30 01:02:25
3162,CUST03162,Radha Tiwari,NULL,NULL,F,36-45,Amritsar,Punjab,2,1,1,8800.00,12,2025-03-30,2026-05-30 01:02:25,2026-05-30 01:02:25
3163,CUST03163,Kabir Yadav,NULL,NULL,M,18-25,Chennai,Tamil Nadu,1,1,1,2410.00,5,2025-03-20,2026-05-30 01:02:25,2026-05-30 01:02:25
3164,CUST03164,Asha Mehta,NULL,NULL,F,26-35,Madurai,Tamil Nadu,3,1,1,6680.00,9,2023-12-12,2026-05-30 01:02:25,2026-05-30 01:02:25
3165,CUST03165,Lakshmi Agarwal,NULL,NULL,O,65+,Faridabad,Haryana,2,1,1,4070.00,5,2025-11-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3166,CUST03166,Anil Shah,NULL,NULL,M,26-35,Meerut,Uttar Pradesh,2,1,1,3950.00,5,2025-09-01,2026-05-30 01:02:25,2026-05-30 01:02:25
3167,CUST03167,Priya Mishra,NULL,NULL,F,56-65,Amritsar,Punjab,2,1,1,3850.00,5,2024-04-17,2026-05-30 01:02:25,2026-05-30 01:02:25
3168,CUST03168,Deepak Das,NULL,NULL,M,36-45,Bhopal,Madhya Pradesh,2,1,0,5400.00,4,2026-04-07,2026-05-30 01:02:25,2026-05-30 01:02:25
3169,CUST03169,Riya Banerjee,NULL,NULL,F,26-35,Bhopal,Madhya Pradesh,2,0,0,4300.00,5,2023-10-27,2026-05-30 01:02:25,2026-05-30 01:02:25
3170,CUST03170,Varun Nair,NULL,NULL,M,26-35,Meerut,Uttar Pradesh,2,1,1,3450.00,8,2024-11-05,2026-05-30 01:02:25,2026-05-30 01:02:25
3171,CUST03171,Harsh Sharma,NULL,NULL,M,36-45,Mumbai,Maharashtra,1,1,0,4350.00,8,2026-05-11,2026-05-30 01:02:25,2026-05-30 01:02:25
3172,CUST03172,Ramesh Pandey,NULL,NULL,M,36-45,Hyderabad,Telangana,1,1,1,9230.00,4,2025-05-14,2026-05-30 01:02:25,2026-05-30 01:02:25
